EC_number,Substrate,UniProt_ID,Protein_file,Organism_name,Km_value (mM),pH,Temperature,Site_type,Substrate_SMILES,Mol_file,pKm_value
4.2.1.96,4a(S)-hydroxy-6(R)-methyltetrahydropterin,P61459,1DCP.pdb,Rattus norvegicus,0.0015,-----,-----,Substrate_only,O[C@@]12C(N=C(N=C2NC[C@H](N1)C)N)=O,mol_1928.sdf,-2.823908741
4.2.1.96,4a(R)-hydroxy-6(S)-methyltetrahydropterin,P61459,1DCP.pdb,Rattus norvegicus,0.006,-----,-----,Substrate_only,O[C@]12C(N=C(N=C2NC[C@@H](N1)C)N)=O,mol_1927.sdf,-2.22184875
4.2.2.11,alginate,A0A3B6UEP6,7D2A.pdb,Persicobacter sp. CCB-QB2,1.699786363,7,23°C,Substrate_only,C1(C(C(OC(C1O)O)C(=O)[O-])O)O.[Na+],mol_1929.sdf,0.230394341
4.2.2.11,sodium alginate,Q21FJ0,4OJZ.pdb,Saccharophagus degradans,0.0223,7.5,30°C,Substrate_only,C1(C(C(OC(C1O)O)C(=O)[O-])O)O.[Na+],mol_1929.sdf,-1.651695137
4.2.2.2,tetragalacturonate,P39116,5AMV.pdb,Bacillus subtilis,0.19,-----,-----,Substrate_only,C1(C(C(OC(C1O)OC2C(C(C(OC2C(=O)O)OC3C(C(C(OC3C(=O)O)OC4C(C(C(OC4C(=O)O)O)O)O)O)O)O)O)C(=O)O)O)O,mol_1930.sdf,-0.721246399
4.2.2.2,trigalacturonate,P39116,5AMV.pdb,Bacillus subtilis,1.2,-----,-----,Substrate_only,C1=C(OC(C(C1O)O)OC2C(C(C(OC2C(=O)[O-])OC3C(C(C(OC3C(=O)[O-])O)O)O)O)O)C(=O)[O-],mol_1931.sdf,0.079181246
4.2.3.1,O-phospho-L-homoserine,P9WG59,2D1F.pdb,Mycobacterium tuberculosis,1.2,-----,-----,Cofactor_only,P(=O)(O)(O)OCC[C@H](N)C(=O)O,mol_1932.sdf,0.079181246
4.2.3.108,geranyl diphosphate,B5GMG2,5NX7.pdb,Streptomyces clavuligerus,0.00017,8,30°C,Substrate_only,O(P([O-])(=O)OP(=O)([O-])[O-])C\C=C(/C)\CCC=C(C)C,mol_756.sdf,-3.769551079
4.2.3.12,"6-(L-erythro-1,2-dihydroxypropyl 3-triphosphate)-7,8-dihydropterin",P27213,1B66.pdb,Rattus norvegicus,0.0091,-----,-----,Substrate_only,C1C(=NC2=C(N1)N=C(NC2=O)N)C(C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,mol_1754.sdf,-2.040958608
4.2.3.12,"7,8-dihydroneopterin triphosphate",P27213,1B66.pdb,Rattus norvegicus,0.0091,7.4,-----,Substrate_only,C1C(=NC2=C(N1)N=C(NC2=O)N)C(C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,mol_1754.sdf,-2.040958608
4.2.3.12,"6-(L-erythro-1,2-dihydroxypropyl 3-triphosphate)-7,8-dihydropterin",Q03393,3I2B.pdb,Homo sapiens,0.012,-----,-----,Substrate_only,C1C(=NC2=C(N1)N=C(NC2=O)N)C(C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,mol_1754.sdf,-1.920818754
4.2.3.12,"7,8-dihydroneopterin triphosphate",Q03393,3I2B.pdb,Homo sapiens,0.0124,7.4,-----,Substrate_only,C1C(=NC2=C(N1)N=C(NC2=O)N)C(C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,mol_1754.sdf,-1.906578315
4.2.3.124,D-glucose 6-phosphate,Q9S5E2,2GRU.pdb,Niallia circulans,0.9,7.7,46°C,Substrate+Cofactor,P(=O)(O)(O)OC[C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O,mol_177.sdf,-0.045757491
4.2.3.124,D-glucose 6-phosphate,Q9S5E2,2GRU.pdb,Niallia circulans,0.017,7.7,35°C,Substrate+Cofactor,P(=O)(O)(O)OC[C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O,mol_177.sdf,-1.769551079
4.2.3.124,D-glucose 6-phosphate,Q9S5E2,2GRU.pdb,Niallia circulans,0.23,7.7,37°C,Substrate+Cofactor,P(=O)(O)(O)OC[C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O,mol_177.sdf,-0.638272164
4.2.3.13,nerolidyl diphosphate,Q39761,3G4D.pdb,Gossypium arboreum,0.00065,7.5,-----,Substrate_only,O(P([O-])(=O)OP(=O)([O-])[O-])C(C)(C=C)CCC=C(C)CCC=C(C)C,mol_2739.sdf,-3.187086643
4.2.3.13,"(2E,6Z)-farnesyl diphosphate",Q39761,3G4D.pdb,Gossypium arboreum,0.0032,-----,-----,Substrate_only,O(P([O-])(=O)OP(=O)([O-])[O-])C\C=C(/C)\CC\C=C(\C)/CCC=C(C)C,mol_1934.sdf,-2.494850022
4.2.3.13,"2-trans,6-trans-farnesyl diphosphate",Q39761,3G4D.pdb,Gossypium arboreum,0.00605,7.5,-----,Substrate_only,CC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C,mol_1937.sdf,-2.218244625
4.2.3.13,"(2E,6E)-farnesyl diphosphate",Q39761,3G4D.pdb,Gossypium arboreum,0.00058,7.5,25°C,Substrate_only,O(P([O-])(=O)OP(=O)([O-])[O-])C\C=C(/C)\CC\C=C(/C)\CCC=C(C)C,mol_981.sdf,-3.236572006
4.2.3.13,"(2E,6E)-farnesyl diphosphate",Q39761,3G4D.pdb,Gossypium arboreum,0.0032,8,30°C,Substrate_only,O(P([O-])(=O)OP(=O)([O-])[O-])C\C=C(/C)\CC\C=C(/C)\CCC=C(C)C,mol_981.sdf,-2.494850022
4.2.3.20,geranyl diphosphate,A0A1C9J6A7,5UV2.pdb,Citrus sinensis,0.0131,8,-----,Substrate_only,O(P([O-])(=O)OP(=O)([O-])[O-])C\C=C(/C)\CCC=C(C)C,mol_756.sdf,-1.882728704
4.2.3.22,"(2E,6E)-farnesyl diphosphate",Q9X839,5DZ2.pdb,Streptomyces coelicolor,6.20E-05,8.2,30°C,Substrate_only,O(P([O-])(=O)OP(=O)([O-])[O-])C\C=C(/C)\CC\C=C(/C)\CCC=C(C)C,mol_981.sdf,-4.207608311
4.2.3.3,glycerone phosphate,B3VH91,2X8W.pdb,Thermus sp. GH5,0.56,-----,-----,Substrate_only,P(=O)(O)(O)OCC(=O)CO,mol_196.sdf,-0.251811973
4.2.3.3,dihydroxyacetone phosphate,P0A731,1B93.pdb,Escherichia coli,0.62,6,25°C,Substrate_only,P(=O)(O)(O)O.OC(C(C)=O)O,mol_1935.sdf,-0.207608311
4.2.3.3,glycerone phosphate,B3VH91,2X8W.pdb,Thermus sp. GH5,0.8,6.2,60°C,Substrate_only,P(=O)(O)(O)OCC(=O)CO,mol_196.sdf,-0.096910013
4.2.3.37,"(2E,6E)-farnesyl diphosphate",Q9K499,7KJF.pdb,Streptomyces coelicolor,0.00071,-----,-----,Substrate_only,O(P([O-])(=O)OP(=O)([O-])[O-])C\C=C(/C)\CC\C=C(/C)\CCC=C(C)C,mol_981.sdf,-3.148741651
4.2.3.37,"(2E,6E)-farnesyl diphosphate",Q9K499,7KJF.pdb,Streptomyces coelicolor,0.000147,6.5,30°C,Substrate_only,O(P([O-])(=O)OP(=O)([O-])[O-])C\C=C(/C)\CC\C=C(/C)\CCC=C(C)C,mol_981.sdf,-3.832682665
4.2.3.38,"(2E,6E)-farnesyl diphosphate",O81086,3SDR.pdb,Abies grandis,0.0495,7.5,30°C,Substrate_only,O(P([O-])(=O)OP(=O)([O-])[O-])C\C=C(/C)\CC\C=C(/C)\CCC=C(C)C,mol_981.sdf,-1.305394801
4.2.3.43,"(2E,6E)-farnesyl diphosphate",A2PZA5,5ERM.pdb,Diaporthe amygdali,0.00014,-----,-----,Substrate_only,O(P([O-])(=O)OP(=O)([O-])[O-])C\C=C(/C)\CC\C=C(/C)\CCC=C(C)C,mol_981.sdf,-3.853871964
4.2.3.43,geranyl diphosphate,A2PZA5,5ERM.pdb,Diaporthe amygdali,0.0092,-----,-----,Substrate_only,O(P([O-])(=O)OP(=O)([O-])[O-])C\C=C(/C)\CCC=C(C)C,mol_756.sdf,-2.036212173
4.2.3.43,geranylgeranyl diphosphate,A2PZA5,5ERM.pdb,Diaporthe amygdali,0.00063,-----,-----,Substrate_only,O(P([O-])(=O)OP(=O)([O-])[O-])C\C=C(/C)\CC\C=C(\CC\C=C(/C)\CCC=C(C)C)/C,mol_1000.sdf,-3.200659451
4.2.3.61,"(2E,6E)-farnesyl diphosphate",Q40577,5IL3.pdb,Nicotiana tabacum,0.0023,7.5,30°C,Substrate_only,O(P([O-])(=O)OP(=O)([O-])[O-])C\C=C(/C)\CC\C=C(/C)\CCC=C(C)C,mol_981.sdf,-2.638272164
4.2.3.7,farnesyl diphosphate,Q55012,6WKD.pdb,Streptomyces exfoliatus,0.000304959,8.2,30°C,Substrate_only,O(P([O-])(=O)OP(=O)([O-])[O-])CC=C(C)CCC=C(C)CCC=C(C)C,mol_1936.sdf,-3.515758526
4.2.3.9,"(2E,6E)-farnesyl diphosphate",Q03471,1DGP.pdb,Penicillium roqueforti,0.00053,-----,-----,Substrate_only,O(P([O-])(=O)OP(=O)([O-])[O-])C\C=C(/C)\CC\C=C(/C)\CCC=C(C)C,mol_981.sdf,-3.27572413
4.2.3.9,"trans,trans-farnesyl diphosphate",Q03471,1DGP.pdb,Penicillium roqueforti,0.0006,8,30°C,Substrate_only,CC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C,mol_1937.sdf,-3.22184875
4.2.3.9,"(2E,6E)-farnesyl diphosphate",Q03471,1DGP.pdb,Penicillium roqueforti,0.0023,7.5,-----,Substrate_only,O(P([O-])(=O)OP(=O)([O-])[O-])C\C=C(/C)\CC\C=C(/C)\CCC=C(C)C,mol_981.sdf,-2.638272164
4.2.3.9,"(2E,6E)-farnesyl diphosphate",Q9UR08,4KWD.pdb,Aspergillus terreus,9.90E-05,8,30°C,Substrate_only,O(P([O-])(=O)OP(=O)([O-])[O-])C\C=C(/C)\CC\C=C(/C)\CCC=C(C)C,mol_981.sdf,-4.004364805
4.2.99.20,"(1R,2S,5S 6S)-2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate",P37355,4MYD.pdb,Escherichia coli,0.013,7,-----,Substrate_only,C=C(C(=O)[O-])OC1CC=C(C(C1O)C(=O)[O-])C(=O)CCC(=O)[O-],mol_1938.sdf,-1.886056648
4.2.99.21,isochorismate,Q9X9I8,2FN1.pdb,Yersinia enterocolitica,0.00058,-----,25°C,Substrate_only,C=C(C(=O)O)OC1C=CC=C(C1O)C(=O)O,mol_790.sdf,-3.236572006
4.2.99.24,salutaridinol 7-O-acetate,A0A2U9GGW3,6KA3.pdb,Papaver somniferum,0.022,-----,-----,Substrate_only,CC(=O)OC1C=C2C3CC4=C(C2(CCN3C)C=C1OC)C(=C(C=C4)OC)O,mol_2740.sdf,-1.657577319
4.3.1.1,L-aspartic acid,P0AC38,1JSW.pdb,Escherichia coli,2.1,8.5,30°C,Substrate_only,N[C@@H](CC(=O)O)C(=O)O,mol_2741.sdf,0.322219295
4.3.1.1,fumarate,Q9LCC6,3R6V.pdb,Bacillus sp. (in: Bacteria),227.9736827,7.5,-----,Substrate_only,C(\C=C\C(=O)[O-])(=O)[O-],mol_1908.sdf,2.357884715
4.3.1.15,"DL-2,3-diaminopropanoate",P40817,5YGR.pdb,Salmonella enterica subsp. enterica serovar Typhimurium,0.289309523,7.4,30°C,Substrate_only,NC(C(=O)[O-])CN,mol_1941.sdf,-0.538637271
4.3.1.15,"D-2,3-diaminopropanoate",P40817,5YGR.pdb,Salmonella enterica subsp. enterica serovar Typhimurium,0.28,7.5,37°C,Substrate_only,N[C@@H](C(=O)[O-])CN,mol_1939.sdf,-0.552841969
4.3.1.15,D-serine,P40817,5YGR.pdb,Salmonella enterica subsp. enterica serovar Typhimurium,0.33,7.4,30°C,Substrate_only,N[C@H](CO)C(=O)O,mol_626.sdf,-0.48148606
4.3.1.15,"L-2,3-diaminopropanoate",P40817,5YGR.pdb,Salmonella enterica subsp. enterica serovar Typhimurium,0.24,7.5,37°C,Substrate_only,N[C@H](C(=O)[O-])CN,mol_1940.sdf,-0.619788758
4.3.1.15,"D-2,3-diaminopropanoate",P40817,5YGR.pdb,Salmonella enterica subsp. enterica serovar Typhimurium,0.282,7.4,30°C,Substrate_only,N[C@@H](C(=O)[O-])CN,mol_1939.sdf,-0.549750892
4.3.1.15,"L-2,3-diaminopropanoate",P40817,5YGR.pdb,Salmonella enterica subsp. enterica serovar Typhimurium,0.246,7.4,30°C,Substrate_only,N[C@H](C(=O)[O-])CN,mol_1940.sdf,-0.609064893
4.3.1.15,"L-2,3-diaminopropanoate",P66899,4D9I.pdb,Escherichia coli,0.03,-----,-----,Substrate_only,N[C@H](C(=O)[O-])CN,mol_1940.sdf,-1.522878745
4.3.1.15,"D-2,3-diaminopropanoate",P66899,4D9I.pdb,Escherichia coli,0.05,-----,-----,Substrate_only,N[C@@H](C(=O)[O-])CN,mol_1939.sdf,-1.301029996
4.3.1.15,"D-2,3-diaminopropanoate",P66899,4D9I.pdb,Escherichia coli,0.17,7.5,37°C,Substrate_only,N[C@@H](C(=O)[O-])CN,mol_1939.sdf,-0.769551079
4.3.1.15,"L-2,3-diaminopropanoate",P66899,4D9I.pdb,Escherichia coli,0.11,7.5,37°C,Substrate_only,N[C@H](C(=O)[O-])CN,mol_1940.sdf,-0.958607315
4.3.1.18,D-serine,Q54HH2,6LUT.pdb,Dictyostelium discoideum,0.19,8.5,30°C,Substrate_only,N[C@H](CO)C(=O)O,mol_626.sdf,-0.721246399
4.3.1.24,L-phenylalanine,P24481,1W27.pdb,Petroselinum crispum,0.05,8.8,30°C,Substrate+Cofactor,N[C@@H](CC1=CC=CC=C1)C(=O)O,mol_364.sdf,-1.301029996
4.3.1.24,trans-cinnamate,P24481,1W27.pdb,Petroselinum crispum,0.05,10,30°C,Substrate+Cofactor,C(\C=C\C1=CC=CC=C1)(=O)[O-],mol_503.sdf,-1.301029996
4.3.1.24,(2E)-3-phenylprop-2-enoic acid,Q3M5Z3,3CZO.pdb,Trichormus variabilis,0.03,8.3,30°C,Substrate+Cofactor,C1(=CC=CC=C1)/C=C/C(=O)O,mol_1948.sdf,-1.522878745
4.3.1.24,(2E)-3-(3-fluorophenyl)prop-2-enoic acid,Q3M5Z3,3CZO.pdb,Trichormus variabilis,0.07,8.3,30°C,Substrate+Cofactor,FC=1C=C(C=CC1)/C=C/C(=O)O,mol_1944.sdf,-1.15490196
4.3.1.25,L-tyrosine,P11544,1Y2M.pdb,Rhodotorula toruloides,0.21,8.8,30°C,Substrate_only,N[C@@H](CC1=CC=C(C=C1)O)C(=O)O,mol_445.sdf,-0.677780705
4.3.1.25,L-phenylalanine,P11544,1Y2M.pdb,Rhodotorula toruloides,0.54,8.8,30°C,Substrate_only,N[C@@H](CC1=CC=CC=C1)C(=O)O,mol_364.sdf,-0.26760624
4.3.1.25,trans-cinnamate,P11544,1Y2M.pdb,Rhodotorula toruloides,0.93,10,30°C,Substrate_only,C(\C=C\C1=CC=CC=C1)(=O)[O-],mol_503.sdf,-0.031517051
4.3.1.27,L-erythro-3-hydroxyaspartate,B2DFG5,3WQD.pdb,Delftia sp. HT23,0.16,8.5,50°C,Substrate+Cofactor,C(C(C(=O)[O-])O)(C(=O)[O-])[NH3+],mol_1958.sdf,-0.795880017
4.3.1.27,D-serine,B2DFG5,3WQD.pdb,Delftia sp. HT23,0.15,8.5,50°C,Substrate+Cofactor,N[C@H](CO)C(=O)O,mol_626.sdf,-0.823908741
4.3.1.27,L-serine,B2DFG5,3WQD.pdb,Delftia sp. HT23,38.7,8.5,50°C,Substrate+Cofactor,N[C@@H](CO)C(=O)O,mol_37.sdf,1.587710965
4.3.1.27,L-threo-3-hydroxyaspartate,B2DFG5,3WQD.pdb,Delftia sp. HT23,6.16,8.5,50°C,Substrate+Cofactor,C(C(C(=O)O)O)(C(=O)O)N,mol_1957.sdf,0.789580712
4.3.1.3,L-histidine,P21310,1GKM.pdb,Pseudomonas putida,3.9,9.3,25°C,Substrate_only,N[C@@H](CC1=CNC=N1)C(=O)O,mol_1805.sdf,0.591064607
4.3.1.6,beta-alanyl-CoA,Q6KC22,4MZQ.pdb,Anaerotignum propionicum,0.21,7,-----,Substrate_only,NCCC(=O)SCCNC(CCNC([C@@H](C(COP(OP(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)O)OP(=O)(O)O)(=O)O)(=O)O)(C)C)O)=O)=O,mol_1959.sdf,-0.677780705
4.3.1.6,acryloyl-CoA,Q6KC22,4MZQ.pdb,Anaerotignum propionicum,0.023,7.5,-----,Substrate_only,C(C=C)(=O)SCCNC(CCNC([C@@H](C(COP(OP(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)O)OP(=O)(O)O)(=O)O)(=O)O)(C)C)O)=O)=O,mol_1960.sdf,-1.638272164
4.3.1.6,NH3,Q6KC22,4MZQ.pdb,Anaerotignum propionicum,70,7.5,-----,Substrate_only,N,mol_593.sdf,1.84509804
4.3.2.1,2-(Nomega-L-arginino)succinate,P9WPY7,6IEM.pdb,Mycobacterium tuberculosis,0.112,7.4,25°C,Substrate_only,N[C@@H](CCCNC(NC(C(=O)[O-])CC(=O)[O-])=N)C(=O)O,mol_1961.sdf,-0.950781977
4.3.2.2,5-aminoimidazole-4-(N-succinylcarboxamide) ribonucleotide,P30566,2VD6.pdb,Homo sapiens,0.0016,7,25°C,Substrate_only,C1=NC(=C(N1C2C(C(C(O2)CO)O)O)N)C(=O)NC(CC(=O)O)C(=O)O,mol_2742.sdf,-2.795880017
4.3.3.2,tryptamine,P18417,6ZEA.pdb,Catharanthus roseus,0.007,-----,-----,Substrate_only,NCCC1=CNC2=CC=CC=C12,mol_1962.sdf,-2.15490196
4.3.3.2,tryptamine,P68175,3V1S.pdb,Rauvolfia serpentina,0.072,-----,-----,Substrate_only,NCCC1=CNC2=CC=CC=C12,mol_1962.sdf,-1.142667504
4.3.3.2,tryptamine,P68175,3V1S.pdb,Rauvolfia serpentina,0.0062,7,35°C,Substrate_only,NCCC1=CNC2=CC=CC=C12,mol_1962.sdf,-2.207608311
4.3.3.2,secologanin,P68175,3V1S.pdb,Rauvolfia serpentina,0.039,7,35°C,Substrate_only,COC(=O)C1=COC(C(C1CC=O)C=C)OC2C(C(C(C(O2)CO)O)O)O,mol_2743.sdf,-1.408935393
4.3.3.2,serotonin,P68175,3V1S.pdb,Rauvolfia serpentina,1.036,-----,-----,Substrate_only,C1=CC2=C(C=C1O)C(=CN2)CCN,mol_639.sdf,0.015359755
4.3.3.7,(S)-aspartate 4-semialdehyde,P0A6L2,7JZG.pdb,Escherichia coli,0.11,8,30°C,Substrate_only,[H]C(=O)C[C@H](N)C([O-])=O,mol_1963.sdf,-0.958607315
4.3.3.7,L-aspartate 4-semialdehyde,P0A6L2,7JZG.pdb,Escherichia coli,0.23,8,30°C,Substrate_only,C(C=O)C(C(=O)[O-])[NH3+],mol_468.sdf,-0.638272164
4.3.3.7,L-aspartate 4-semialdehyde,P0A6L2,7JZG.pdb,Escherichia coli,0.12,8,-----,Substrate_only,C(C=O)C(C(=O)[O-])[NH3+],mol_468.sdf,-0.920818754
4.3.3.7,L-aspartate 4-semialdehyde,P0A6L2,7JZG.pdb,Escherichia coli,0.13,-----,30°C,Substrate_only,C(C=O)C(C(=O)[O-])[NH3+],mol_468.sdf,-0.886056648
4.3.3.7,(S)-aspartate 4-semialdehyde,P0A6L2,7JZG.pdb,Escherichia coli,0.11,-----,-----,Substrate_only,[H]C(=O)C[C@H](N)C([O-])=O,mol_1963.sdf,-0.958607315
4.3.3.7,L-aspartate 4-semialdehyde,Q9I4W3,3PUO.pdb,Pseudomonas aeruginosa,0.17,8,37°C,Substrate_only,C(C=O)C(C(=O)[O-])[NH3+],mol_468.sdf,-0.769551079
4.3.99.4,choline,Q30W70,5FAU.pdb,Oleidesulfovibrio alaskensis,0.13,8,21°C,Substrate_only,OCC[N+](C)(C)C,mol_1081.sdf,-0.886056648
4.4.1.1,L-cysteine,B6K8Y1,8BIX.pdb,Toxoplasma gondii,0.21,9,40°C,Substrate+Cofactor,N[C@@H](CS)C(=O)O,mol_313.sdf,-0.677780705
4.4.1.1,djenkolic acid,B6K8Y1,8BIX.pdb,Toxoplasma gondii,0.51,9,40°C,Substrate+Cofactor,C(C(C(=O)O)N)SCSCC(C(=O)O)N,mol_1965.sdf,-0.292429824
4.4.1.1,L-homocysteine,P32929,3COG.pdb,Homo sapiens,6.14817046,-----,-----,Substrate+Cofactor,N[C@@H](CCS)C(=O)O,mol_734.sdf,0.7887459
4.4.1.1,L-cystathionine,P32929,3COG.pdb,Homo sapiens,0.489897949,-----,-----,Substrate+Cofactor,N[C@@H](CCSC[C@@H](C(=O)O)N)C(=O)O,mol_1964.sdf,-0.309894379
4.4.1.1,L-cysteine,P32929,3COG.pdb,Homo sapiens,3.449637662,-----,-----,Substrate+Cofactor,N[C@@H](CS)C(=O)O,mol_313.sdf,0.537773481
4.4.1.1,L-cystathionine,B6K8Y1,8BIX.pdb,Toxoplasma gondii,0.9,9,40°C,Substrate+Cofactor,N[C@@H](CCSC[C@@H](C(=O)O)N)C(=O)O,mol_1964.sdf,-0.045757491
4.4.1.11,L-ethionine,Q84AR1,3MKJ.pdb,Citrobacter freundii,0.549909083,-----,-----,Substrate+Cofactor,N[C@@H](CCSCC)C(=O)O,mol_992.sdf,-0.259709107
4.4.1.11,S-methyl-L-cysteine,Q84AR1,3MKJ.pdb,Citrobacter freundii,0.658103335,-----,-----,Substrate+Cofactor,CSC[C@H](N)C(=O)O,mol_1897.sdf,-0.181705908
4.4.1.11,S-ethyl-L-cysteine,Q84AR1,3MKJ.pdb,Citrobacter freundii,0.288617394,-----,-----,Substrate+Cofactor,C(C)SC[C@H](N)C(=O)O,mol_1889.sdf,-0.539677499
4.4.1.11,L-methionine,Q84AR1,3MKJ.pdb,Citrobacter freundii,0.7,-----,-----,Substrate+Cofactor,N[C@@H](CCSC)C(=O)O,mol_991.sdf,-0.15490196
4.4.1.11,DL-homocysteine,Q84AR1,3MKJ.pdb,Citrobacter freundii,1.032956921,-----,-----,Substrate+Cofactor,NC(CCS)C(=O)O,mol_1966.sdf,0.01408221
4.4.1.13,L-cystathionine,P06721,2FQ6.pdb,Escherichia coli,0.108,8.5,25°C,Substrate_only,N[C@@H](CCSC[C@@H](C(=O)O)N)C(=O)O,mol_1964.sdf,-0.966576245
4.4.1.15,D-cysteine,Q8ZNT7,4D9B.pdb,Salmonella enterica subsp. enterica serovar Typhimurium,0.34,-----,-----,Substrate+Cofactor,N[C@H](CS)C(=O)O,mol_625.sdf,-0.468521083
4.4.1.20,leukotriene A4,Q60860,4NTF.pdb,Mus musculus,0.036,7.8,-----,Substrate+Cofactor,CCCCCC=CCC=CC=CC=CC1C(O1)CCCC(=O)O,mol_1514.sdf,-1.443697499
4.4.1.20,glutathione,Q60860,4NTF.pdb,Mus musculus,1.2,7.8,-----,Substrate+Cofactor,N[C@H](C(=O)O)CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O,mol_715.sdf,0.079181246
4.4.1.20,glutathione,Q99735,6SSU.pdb,Homo sapiens,1.2,7.4,25°C,Substrate+Cofactor,N[C@H](C(=O)O)CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O,mol_715.sdf,0.079181246
4.4.1.21,S-ribosylhomocysteine,B2CMA5,2FQT.pdb,Streptococcus suis,0.0164,7.5,37°C,Apo site,C1([C@H](O)[C@H](O)[C@H](O1)CO)SCC[C@H](N)C(=O)O,mol_1968.sdf,-1.785156152
4.4.1.21,S-ribosylhomocysteine,O34667,1IE0.pdb,Bacillus subtilis,0.004340196,-----,-----,Substrate_only,C1([C@H](O)[C@H](O)[C@H](O1)CO)SCC[C@H](N)C(=O)O,mol_1968.sdf,-2.362490633
4.4.1.3,beta-dimethylsulfoniopropanoate,N8X9V6,5XKY.pdb,Acinetobacter bereziniae,5,8,60°C,Substrate_only,C[S+](CCC(=O)[O-])C,mol_757.sdf,0.698970004
4.4.1.3,dimethylsulfoniopropionate,Q5LT18,5CU1.pdb,Ruegeria pomeroyi,28.6,-----,30°C,Substrate_only,C[S+](C)C(C(=O)[O-])C,mol_1969.sdf,1.456366033
4.4.1.3,methylpropylsulfoniopropionate,Q5LT18,5CU1.pdb,Ruegeria pomeroyi,35.7,-----,30°C,Substrate_only,CC(C(=O)[O-])(C)[SH+]CCC,mol_1974.sdf,1.552668216
4.4.1.3,dimethylseleniopropionate,Q5LT18,5CU1.pdb,Ruegeria pomeroyi,18.7,-----,30°C,Substrate_only,C[SeH](C)C(C(=O)[O-])C,mol_1970.sdf,1.271841607
4.4.1.3,ethylmethylsulfoniopropionate,Q5LT18,5CU1.pdb,Ruegeria pomeroyi,26.1,-----,30°C,Substrate_only,C(C)C(C(=O)[O-])(C)[SH+]C,mol_1972.sdf,1.416640507
4.4.1.3,diethylsulfoniopropionate,Q5LT18,5CU1.pdb,Ruegeria pomeroyi,31.4,-----,30°C,Substrate_only,C(C)[S+](CC)C(C(=O)[O-])C,mol_1973.sdf,1.496929648
4.4.1.3,3-(thiolan-1-ium-1-yl)propanoate,Q5LT18,5CU1.pdb,Ruegeria pomeroyi,31.4,-----,30°C,Substrate_only,[S+]1(CCCC1)CCC(=O)[O-],mol_1971.sdf,1.496929648
4.4.1.38,2-hydroxyethane-1-sulfonate,E5Y378,7KQ3.pdb,Bilophila wadsworthia,8.1,-----,-----,Substrate_only,OCCS(=O)(=O)[O-],mol_171.sdf,0.908485019
4.4.1.38,isethionate,Q727N1,5YMR.pdb,Desulfovibrio vulgaris,44.8,-----,-----,Substrate_only,S(=O)(=O)([O-])CCO,mol_171.sdf,1.651278014
4.4.1.38,isethionate,E5Y378,7KQ3.pdb,Bilophila wadsworthia,8,7.5,30°C,Substrate_only,S(=O)(=O)([O-])CCO,mol_171.sdf,0.903089987
4.4.1.41,"(2S)-2,3-dihydroxypropane-1-sulfonate",E5Y7I4,6LON.pdb,Bilophila wadsworthia,13,7.5,23°C,Substrate_only,O[C@H](CS(=O)(=O)[O-])CO,mol_1975.sdf,1.113943352
4.4.1.5,trypanothione,Q68RJ8,2C21.pdb,Leishmania major,0.071,-----,-----,Substrate_only,C1CCNC(=O)CNC(=O)C(CSSCC(C(=O)NCC(=O)NCCCNC1)NC(=O)CCC(C(=O)O)N)NC(=O)CCC(C(=O)O)N,mol_703.sdf,-1.148741651
4.4.1.5,N-[3-[(4-aminobutyl)amino]propyl]-L-gamma-glutamyl-L-cysteinylglycine,Q68RJ8,2C21.pdb,Leishmania major,0.064,-----,-----,Substrate_only,NCCCCNCCCN[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,mol_1976.sdf,-1.193820026
4.4.1.5,S-mandoyltrypanothione,Q68RJ8,2C21.pdb,Leishmania major,0.051,7,27°C,Substrate_only,O[C@H](C(=O)[C@](C(=O)O)(CCC(=O)N[C@@H]1C(NCC(NCCCCNCCCNC(CNC([C@H](CSSC1)NC(CC[C@@H](C(=O)O)N)=O)=O)=O)=O)=O)N)C1=CC=CC=C1,mol_2745.sdf,-1.292429824
4.4.1.9,hydrogen cyanide,I1L6I6,3VC3.pdb,Glycine max,0.26,9,25°C,Substrate_only,C#N,mol_1979.sdf,-0.585026652
4.4.1.9,L-cysteine,I1L6I6,3VC3.pdb,Glycine max,0.81,9,25°C,Substrate_only,N[C@@H](CS)C(=O)O,mol_313.sdf,-0.091514981
